date_str,degrees_from_mean,id,lon,lat,max_temp,min_temp,station_name,type,serialid,year,month,day,year_month,state
2004-12-03,-28.83,USC00053662,-106.9672,38.5253,-15.6,-33.9,GUNNISON 3SW,Strong Cold,920292,2004,12,3,2004.12,Colorado
1991-10-31,-19.25,USC00354003,-121.5175,45.6847,5.6,-3.9,HOOD RIVER EXP STN,Strong Cold,2551132,1991,10,31,1991.1,Oregon
1969-01-30,-20.91,USC00040212,-122.4406,38.5731,0.6,-6.7,ANGWIN PAC UNION COL,Strong Cold,397214,1969,1,30,1969.01,California
2007-04-07,-30.57,USC00397545,-100.0356,45.51,-4.4,-13.3,SELBY,Strong Cold,1489649,2007,4,7,2007.04,South Dakota
2009-03-01,-39.73,USC00397742,-97.0392,45.6656,-13.3,-28.9,SISSETON,Strong Cold,1988822,2009,3,1,2009.03,South Dakota
1989-12-22,-42.99,USC00332791,-83.6622,41.0461,-17.2,-27.8,FINDLAY WPCC,Strong Cold,2077030,1989,12,22,1989.12,Ohio
1989-02-08,-45.94,USC00102942,-116.4664,43.8544,-15.6,-26.1,EMMETT 2 E,Strong Cold,2029875,1989,2,8,1989.02,Idaho
1992-08-30,-21.09,USC00390701,-102.465,45.5286,19.4,2.8,BISON,Strong Cold,2170782,1992,8,30,1992.08,South Dakota
1972-12-10,-33.58,USC00104442,-115.8319,43.8383,-11.7,-29.4,IDAHO CITY,Strong Cold,1364652,1972,12,10,1972.12,Idaho
1998-03-11,-26.94,USW00013897,-86.6892,36.1189,0.6,-7.2,NASHVILLE INTL AP,Strong Cold,1351735,1998,3,11,1998.03,Tennessee
1982-02-07,-35.89,USC00051713,-106.7611,38.4461,-15.6,-37.2,COCHETOPA CREEK,Strong Cold,1284415,1982,2,7,1982.02,Colorado
1985-11-22,-20.88,USC00350897,-121.9519,45.6361,-0.6,-5.0,BONNEVILLE DAM,Strong Cold,2354554,1985,11,22,1985.11,Oregon
1972-10-21,-21.95,USC00196486,-70.6961,41.9819,6.7,-5.6,PLYMOUTH-KINGSTON,Strong Cold,1404460,1972,10,21,1972.1,Massachusetts
1997-04-09,-26.32,USC00475255,-90.3439,45.1308,-1.7,-13.3,MEDFORD,Strong Cold,1931218,1997,4,9,1997.04,Wisconsin
2008-10-29,-21.1,USW00012835,-81.8614,26.585,21.1,8.3,FT MYERS PAGE FLD AP,Strong Cold,475249,2008,10,29,2008.1,Florida
2009-03-11,-31.85,USC00457180,-117.3625,47.2325,-5.6,-17.8,ROSALIA,Strong Cold,1944915,2009,3,11,2009.03,Washington
1990-12-27,-31.49,USC00476208,-87.955,44.8919,-15.6,-27.8,OCONTO 4 W,Strong Cold,3100298,1990,12,27,1990.12,Wisconsin
1964-11-30,-25.94,USC00474582,-88.7594,45.5119,-8.9,-18.9,LAONA 6 SW,Strong Cold,114337,1964,11,30,1964.11,Wisconsin
1996-02-02,-52.07,USC00136327,-92.6467,41.3214,-25.6,-32.8,OSKALOOSA,Strong Cold,2295037,1996,2,2,1996.02,Iowa
1983-12-20,-42.09,USC00137726,-95.0653,42.8931,-23.9,-31.1,SIOUX RAPIDS 4 E,Strong Cold,2829188,1983,12,20,1983.12,Iowa
2010-11-27,-41.87,USC00456768,-119.7581,46.2014,-5.0,-27.8,PROSSER,Strong Cold,2806775,2010,11,27,2010.11,Washington
1985-02-04,-33.66,USC00352440,-121.1303,45.4539,-6.7,-20.6,DUFUR,Strong Cold,2421487,1985,2,4,1985.02,Oregon
1983-09-23,-19.16,USC00010402,-87.4389,31.1819,21.7,8.3,ATMORE,Strong Cold,2847461,1983,9,23,1983.09,Alabama
1979-02-01,-37.06,USC00356532,-121.2506,44.7275,-8.3,-20.0,PELTON DAM,Strong Cold,1747194,1979,2,1,1979.02,Oregon
1995-09-23,-23.45,USC00414098,-102.4003,34.8172,13.9,3.3,HEREFORD,Strong Cold,2261719,1995,9,23,1995.09,Texas
1972-01-15,-29.57,USC00142602,-96.1058,38.8592,-12.2,-22.2,ESKRIDGE,Strong Cold,1373850,1972,1,15,1972.01,Kansas
1985-02-04,-32.18,USC00350694,-121.285,44.0569,-5.0,-23.9,BEND,Strong Cold,2421314,1985,2,4,1985.02,Oregon
1979-02-16,-40.85,USC00251200,-99.675,41.4083,-18.9,-27.2,BROKEN BOW 2 W,Strong Cold,1706699,1979,2,16,1979.02,Nebraska
1986-08-29,-21.66,USC00469522,-80.3083,37.7889,19.4,2.2,WHITE SULPHUR SPRINGS,Strong Cold,3010477,1986,8,29,1986.08,West Virginia
1977-01-17,-36.06,USW00013729,-79.8528,38.8853,-15.6,-24.4,ELKINS RANDOLPH CO AP,Strong Cold,11089,1977,1,17,1977.01,West Virginia
1972-07-07,-13.67,USC00386527,-80.8733,33.4886,24.4,16.1,ORANGEBURG 2,Strong Cold,1410385,1972,7,7,1972.07,South Carolina
1967-09-30,-20.63,USC00310090,-80.1994,35.3992,18.3,4.4,ALBEMARLE,Strong Cold,824583,1967,9,30,1967.09,North Carolina
1989-12-20,-31.42,USW00093815,-84.2186,39.9061,-10.6,-20.6,DAYTON INTL AP,Strong Cold,2079608,1989,12,20,1989.12,Ohio
1982-04-07,-29.72,USC00300889,-72.3069,40.9461,-2.8,-10.0,BRIDGEHAMPTON,Strong Cold,1223204,1982,4,7,1982.04,New York
1972-12-05,-23.05,USC00103143,-115.5356,46.0931,-7.8,-16.7,FENN RS,Strong Cold,1414307,1972,12,5,1972.12,Idaho
1976-03-05,-19.93,USC00451350,-120.0381,47.8361,1.1,-10.0,CHELAN,Strong Cold,573601,1976,3,5,1976.03,Washington
1990-12-20,-25.92,USC00451783,-122.6914,48.2072,-6.1,-10.6,COUPEVILLE 1 S,Strong Cold,3100959,1990,12,20,1990.12,Washington
2003-04-05,-27.52,USC00217326,-94.6122,43.9903,-2.8,-9.4,ST JAMES FILT PLT,Strong Cold,501336,2003,4,5,2003.04,Minnesota
1977-10-14,-14.56,USW00012844,-80.0994,26.6847,23.9,12.8,WEST PALM BEACH INTL AP,Strong Cold,57616,1977,10,14,1977.1,Florida
1989-12-21,-37.93,USC00217326,-94.6122,43.9903,-22.8,-30.0,ST JAMES FILT PLT,Strong Cold,2080769,1989,12,21,1989.12,Minnesota
1975-07-13,-18.33,USC00471676,-88.7483,44.6228,17.8,6.1,CLINTONVILLE,Strong Cold,911242,1975,7,13,1975.07,Wisconsin
1974-01-06,-37.34,USW00024149,-117.0156,46.3747,-12.2,-22.2,LEWISTON NEZ PERCE CO AP,Strong Cold,198858,1974,1,6,1974.01,Idaho
1994-01-21,-26.82,USW00013773,-77.3,38.5,-5.0,-17.8,QUANTICO MCAS,Strong Cold,680976,1994,1,21,1994.01,Maryland
1979-01-07,-33.6,USW00024157,-117.5281,47.6217,-13.3,-25.0,SPOKANE INTL AP,Strong Cold,1719346,1979,1,7,1979.01,Washington
1988-01-01,-17.52,USC00041864,-120.3606,36.1356,5.6,-6.1,COALINGA,Strong Cold,2694568,1988,1,1,1988.01,California
1999-12-31,-51.7,USW00026529,-152.1069,65.1744,-45.6,-49.4,TANANA CALHOUN MEM AP,Strong Cold,2911567,1999,12,31,1999.12,Alaska
1991-10-31,-20.91,USC00355160,-117.0247,43.9794,5.0,-5.0,MALHEUR BRANCH EXP STN,Strong Cold,2550731,1991,10,31,1991.1,Oregon
1993-02-03,-45.56,USC00509641,-147.8611,64.8569,-36.1,-43.9,UNIVERSITY EXP STN,Strong Cold,3169486,1993,2,3,1993.02,Alaska
2002-03-03,-34.32,USW00013993,-94.9233,39.7736,-6.1,-16.1,ST JOSEPH ROSECRANS AP,Strong Cold,304647,2002,3,3,2002.03,Missouri
1984-03-09,-24.45,USW00094847,-83.3308,42.2314,-4.4,-15.0,DETROIT METRO AP,Strong Cold,738515,1984,3,9,1984.03,Michigan
1970-07-21,-18.42,USC00129430,-86.9919,40.475,19.4,8.3,WEST LAFAYETTE 6 NW,Strong Cold,2974641,1970,7,21,1970.07,Indiana
1989-12-19,-24.05,USC00361354,-77.6394,39.9353,-6.1,-16.1,CHAMBERSBURG 1 ESE,Strong Cold,2054069,1989,12,19,1989.12,Pennsylvania
1983-12-19,-37.84,USC00475474,-88.0294,43.0719,-16.7,-26.7,MILWAUKEE MT MARY CLG,Strong Cold,2813526,1983,12,19,1983.12,Wisconsin
2002-05-06,-19.01,USC00459238,-118.7239,47.7681,8.9,-4.4,WILBUR,Strong Cold,323606,2002,5,6,2002.05,Washington
1968-11-21,-24.27,USC00086065,-82.3161,27.2417,14.4,2.2,MYAKKA RIVER SP,Strong Cold,2640093,1968,11,21,1968.11,Florida
1990-12-02,-19.28,USC00507557,-134.6447,56.2472,-3.9,-10.0,PORT ALEXANDER,Strong Cold,3131118,1990,12,2,1990.12,Alaska
1972-04-08,-26.5,USC00129253,-87.1989,38.6489,6.7,-5.6,WASHINGTON 1 W,Strong Cold,1384965,1972,4,8,1972.04,Indiana
1990-12-22,-38.86,USC00352440,-121.1303,45.4539,-12.8,-25.0,DUFUR,Strong Cold,3102750,1990,12,22,1990.12,Oregon
2009-03-03,-28.58,USC00188405,-76.4525,38.3197,-3.9,-9.4,SOLOMONS,Strong Cold,1987725,2009,3,3,2009.03,Maryland
2002-10-23,-28.34,USC00392302,-97.5606,44.3867,-2.8,-7.8,DE SMET,Strong Cold,312304,2002,10,23,2002.1,South Dakota
1992-05-07,-16.42,USC00011803,-88.2269,30.3875,21.1,7.8,CODEN,Strong Cold,2174073,1992,5,7,1992.05,Alabama
1977-01-11,-36.63,USC00155097,-86.1481,37.1317,-8.9,-24.4,MAMMOTH CAVE,Strong Cold,9127,1977,1,11,1977.01,Kentucky
1989-02-04,-36.26,USW00013987,-94.5022,37.1467,-11.1,-18.3,JOPLIN REGIONAL AIRPORT,Strong Cold,2024097,1989,2,4,1989.02,Missouri
1996-03-06,-36.18,USC00142602,-96.1058,38.8592,-5.0,-18.9,ESKRIDGE,Strong Cold,2343636,1996,3,6,1996.03,Kansas
2011-02-01,-45.21,USC00246236,-106.38,48.9989,-22.2,-41.7,OPHEIM 10 N,Strong Cold,1833968,2011,2,1,2011.02,Montana
1979-01-06,-31.77,USC00116661,-88.9989,41.7122,-17.8,-28.3,PAW PAW 2 NW,Strong Cold,1719632,1979,1,6,1979.01,Illinois
1980-12-21,-25.6,USC00467730,-78.7728,39.3389,-6.1,-16.7,ROMNEY 1 SW,Strong Cold,2438387,1980,12,21,1980.12,West Virginia
1965-03-20,-24.67,USC00415659,-95.9733,28.6836,11.1,-1.1,MATAGORDA NO 2,Strong Cold,1216683,1965,3,20,1965.03,Texas
1976-03-02,-38.72,USC00241102,-108.9092,45.3261,-12.2,-21.1,BRIDGER 2 N,Strong Cold,574379,1976,3,2,1976.03,Montana
1983-12-24,-42.99,USC00258320,-97.9842,40.0314,-19.4,-26.7,SUPERIOR 4E,Strong Cold,2833769,1983,12,24,1983.12,Nebraska
1995-10-31,-26.75,USC00246157,-111.6325,45.4856,-1.1,-7.2,NORRIS MADISON PH,Strong Cold,2219500,1995,10,31,1995.1,Montana
1985-02-01,-35.44,USW00012912,-96.9303,28.8614,-2.8,-5.0,VICTORIA RGNL AP,Strong Cold,2417632,1985,2,1,1985.02,Texas
1977-01-17,-41.37,USC00114442,-90.2153,39.7353,-20.6,-27.8,JACKSONVILLE 2E,Strong Cold,11133,1977,1,17,1977.01,Illinois
1986-03-08,-23.09,USC00196783,-71.1264,42.5242,-3.3,-15.0,READING,Strong Cold,3052764,1986,3,8,1986.03,Massachusetts
1969-01-30,-13.81,USW00023136,-119.0833,34.2167,12.8,-1.1,CAMARILLO AP,Strong Cold,397037,1969,1,30,1969.01,California
1976-03-03,-19.29,USC00350723,-118.1522,43.9092,1.1,-11.7,BEULAH,Strong Cold,575300,1976,3,3,1976.03,Oregon
1989-03-04,-31.69,USW00024022,-105.6747,41.3119,-11.1,-22.8,LARAMIE RGNL AP,Strong Cold,2085310,1989,3,4,1989.03,Wyoming
1983-12-30,-21.33,USC00315890,-80.6508,36.4992,-1.1,-12.2,MT AIRY 2 W,Strong Cold,2859964,1983,12,30,1983.12,North Carolina
2013-01-13,-28.32,USC00264698,-118.4767,40.1906,-7.2,-22.2,LOVELOCK,Strong Cold,1006643,2013,1,13,2013.01,Nevada
2000-11-22,-24.34,USC00319467,-77.9206,34.3208,8.3,-6.7,WILMINGTON 7 N,Strong Cold,1122102,2000,11,22,2000.11,North Carolina
1996-02-05,-30.92,USW00013870,-82.5067,31.5358,3.3,-10.6,ALMA BACON CO AP,Strong Cold,2287559,1996,2,5,1996.02,Georgia
1976-11-29,-34.62,USC00214106,-95.1919,47.2256,-15.6,-24.4,ITASCA UNIV OF MINN,Strong Cold,562689,1976,11,29,1976.11,Minnesota
1970-07-22,-17.31,USC00402600,-88.7064,36.2836,22.2,12.2,DRESDEN,Strong Cold,2975215,1970,7,22,1970.07,Tennessee
1998-06-06,-23.45,USC00127935,-85.8989,38.9822,13.9,6.1,SEYMOUR 2 N,Strong Cold,1314942,1998,6,6,1998.06,Indiana
1982-02-04,-36.43,USC00393452,-99.4339,43.2356,-15.6,-28.3,GREGORY,Strong Cold,1285285,1982,2,4,1982.02,South Dakota
1977-01-18,-30.55,USC00336600,-81.9167,39.8386,-13.3,-21.7,PHILO 3 SW,Strong Cold,7057,1977,1,18,1977.01,Ohio
1967-03-18,-28.01,USC00366233,-80.3614,41.0172,-5.6,-16.1,NEW CASTLE 1 N,Strong Cold,821675,1967,3,18,1967.03,Pennsylvania
1977-01-09,-31.54,USC00297008,-103.3519,34.1742,-7.8,-16.1,PORTALES,Strong Cold,26569,1977,1,9,1977.01,New Mexico
1971-03-02,-21.93,USC00354291,-118.9594,44.4233,0.6,-12.8,JOHN DAY,Strong Cold,2143373,1971,3,2,1971.03,Oregon
1993-02-17,-37.72,USC00052446,-102.7769,38.4758,-13.9,-22.8,EADS,Strong Cold,3183375,1993,2,17,1993.02,Colorado
1980-10-29,-23.98,USW00013958,-97.7603,30.3208,14.4,4.4,AUSTIN-CAMP MABRY,Strong Cold,2452186,1980,10,29,1980.1,Texas
1978-03-03,-35.55,USC00328872,-101.1461,47.455,-13.9,-26.7,UNDERWOOD,Strong Cold,1083983,1978,3,3,1978.03,North Dakota
2007-09-23,-25.74,USC00263957,-118.1631,40.6564,13.3,-4.4,IMLAY,Strong Cold,1457144,2007,9,23,2007.09,Nevada
1985-09-29,-25.06,USC00396712,-100.2875,45.9042,9.4,-2.8,POLLOCK,Strong Cold,2408393,1985,9,29,1985.09,South Dakota
1976-01-07,-36.59,USC00252000,-102.4372,41.7608,-16.1,-28.3,CRESCENT LAKE NWR,Strong Cold,552315,1976,1,7,1976.01,Nebraska
1984-01-19,-35.13,USC00413214,-101.3339,33.985,-11.1,-17.8,FLOYDADA,Strong Cold,753213,1984,1,19,1984.01,Texas
1970-11-23,-26.15,USC00113290,-90.1544,41.8978,-4.4,-13.3,FULTON L&D #13,Strong Cold,2977990,1970,11,23,1970.11,Illinois
1967-03-18,-29.22,USC00303773,-77.6083,42.7742,-7.8,-20.0,HEMLOCK,Strong Cold,821747,1967,3,18,1967.03,New York
1999-06-03,-22.23,USC00024702,-113.9653,33.2742,25.6,13.3,KOFA MINE,Strong Cold,2936271,1999,6,3,1999.06,Arizona
1994-01-16,-38.97,USC00471416,-89.4819,43.0597,-24.4,-30.6,CHARMANY FARM,Strong Cold,716966,1994,1,16,1994.01,Wisconsin
1976-10-29,-22.8,USC00413340,-95.3808,28.9844,15.6,6.7,FREEPORT 2 NW,Strong Cold,578985,1976,10,29,1976.1,Texas
1996-02-03,-37.77,USC00235976,-94.36,36.8639,-10.0,-21.1,NEOSHO,Strong Cold,2292864,1996,2,3,1996.02,Missouri
1996-01-19,-30.25,USC00416794,-95.5586,33.6744,-7.2,-12.2,PARIS,Strong Cold,2316989,1996,1,19,1996.01,Texas
1978-12-31,-30.42,USC00458207,-120.0103,46.3236,-11.1,-18.9,SUNNYSIDE,Strong Cold,1080513,1978,12,31,1978.12,Washington
1996-12-26,-40.87,USC00393452,-99.4339,43.2356,-19.4,-31.1,GREGORY,Strong Cold,2319567,1996,12,26,1996.12,South Dakota
1982-01-12,-25.31,USC00098740,-83.3319,34.5786,-2.8,-11.1,TOCCOA,Strong Cold,1253531,1982,1,12,1982.01,Georgia
1978-02-07,-23.4,USW00012835,-81.8614,26.585,13.3,0.6,FT MYERS PAGE FLD AP,Strong Cold,1038199,1978,2,7,1978.02,Florida
2012-06-05,-22.63,USC00042402,-121.6108,39.8717,13.3,2.2,DE SABLA,Strong Cold,1514722,2012,6,5,2012.06,California
1985-12-22,-24.78,USC00463846,-82.1114,38.2794,-3.9,-15.6,HAMLIN,Strong Cold,2377496,1985,12,22,1985.12,West Virginia
2009-01-15,-32.91,USW00014992,-95.0803,44.5483,-22.2,-31.7,REDWOOD FALLS MUNI AP,Strong Cold,1990810,2009,1,15,2009.01,Minnesota
2006-02-18,-11.99,USW00023272,-122.4269,37.7706,8.9,3.9,SAN FRANCISCO DWTN,Strong Cold,620532,2006,2,18,2006.02,California
1979-02-09,-31.49,USW00093809,-89.1856,37.0422,-8.3,-16.1,CAIRO 3N,Strong Cold,1710243,1979,2,9,1979.02,Illinois
1965-03-20,-33.65,USC00476827,-91.135,43.0514,-6.7,-23.3,PRAIRIE DU CHIEN,Strong Cold,1216811,1965,3,20,1965.03,Wisconsin
1985-11-23,-27.42,USC00053005,-105.1314,40.6147,-2.8,-17.8,FT COLLINS,Strong Cold,2353672,1985,11,23,1985.11,Colorado
1987-11-22,-26.45,USC00190408,-72.0275,42.4281,-7.8,-12.2,BARRE FALLS DAM,Strong Cold,1780764,1987,11,22,1987.11,Massachusetts
1998-03-12,-27.0,USC00468384,-81.3583,38.8008,-2.2,-13.3,SPENCER,Strong Cold,1342273,1998,3,12,1998.03,West Virginia
1985-02-02,-31.35,USC00474482,-88.8967,43.0803,-15.0,-26.7,LAKE MILLS,Strong Cold,2420246,1985,2,2,1985.02,Wisconsin
1982-07-06,-13.27,USW00023160,-110.9553,32.1314,28.3,19.4,TUCSON INTL AP,Strong Cold,1261736,1982,7,6,1982.07,Arizona
1971-02-08,-32.71,USC00479335,-89.8056,44.3881,-17.8,-28.9,WISCONSIN RAPIDS,Strong Cold,2109012,1971,2,8,1971.02,Wisconsin
1989-12-23,-30.26,USC00200718,-89.5475,46.5869,-16.7,-31.1,BERGLAND DAM,Strong Cold,2068907,1989,12,23,1989.12,Michigan
1992-08-27,-25.15,USC00395638,-100.6083,43.1114,13.9,5.0,MISSION 14 S,Strong Cold,2188917,1992,8,27,1992.08,South Dakota
1966-01-21,-34.63,USC00395638,-100.6083,43.1114,-17.8,-28.9,MISSION 14 S,Strong Cold,1609741,1966,1,21,1966.01,South Dakota
1990-12-30,-34.88,USC00210939,-94.2086,46.3433,-20.0,-35.0,BRAINERD,Strong Cold,3121683,1990,12,30,1990.12,Minnesota
1979-02-08,-33.02,USW00014940,-93.3269,43.1544,-18.3,-28.3,MASON CITY MUNI AP,Strong Cold,1748684,1979,2,8,1979.02,Iowa
1976-11-29,-40.0,USC00115833,-89.9744,41.8039,-10.6,-21.7,MORRISON,Strong Cold,561697,1976,11,29,1976.11,Illinois
1965-09-26,-23.64,USW00014991,-91.4878,44.8664,9.4,-2.2,EAU CLAIRE RGNL AP,Strong Cold,1168298,1965,9,26,1965.09,Wisconsin
1977-11-27,-28.85,USC00234271,-92.1825,38.5853,-1.1,-13.3,JEFFERSON CITY WTP,Strong Cold,29357,1977,11,27,1977.11,Missouri
1969-12-30,-30.08,USC00417074,-102.8281,33.1869,-5.0,-15.6,PLAINS,Strong Cold,407858,1969,12,30,1969.12,Texas
1984-01-21,-31.69,USC00110137,-90.1464,38.8664,-13.3,-21.7,ALTON MELVIN PRICE L&D,Strong Cold,741573,1984,1,21,1984.01,Illinois
1998-03-12,-25.2,USC00226177,-91.3408,31.5889,7.8,-3.3,NATCHEZ,Strong Cold,1342480,1998,3,12,1998.03,Mississippi
1974-01-06,-34.08,USC00356426,-120.5403,42.6922,-10.0,-24.4,PAISLEY,Strong Cold,198743,1974,1,6,1974.01,Oregon
1997-01-13,-34.09,USC00231189,-92.5545,38.6278,-14.4,-21.7,CALIFORNIA,Strong Cold,1942677,1997,1,13,1997.01,Missouri
1994-11-22,-25.52,USC00104455,-112.0125,43.5139,-5.6,-17.8,IDAHO FALLS - KIFI,Strong Cold,705195,1994,11,22,1994.11,Idaho
1986-11-13,-29.14,USC00474174,-87.8156,42.5608,-6.1,-15.0,KENOSHA,Strong Cold,3033751,1986,11,13,1986.11,Wisconsin
1985-01-31,-35.2,USC00488705,-104.3567,44.4122,-17.8,-28.9,SUNDANCE,Strong Cold,2361313,1985,1,31,1985.01,Wyoming
1995-09-23,-24.54,USC00411017,-99.3492,31.1444,17.2,6.7,BRADY,Strong Cold,2262230,1995,9,23,1995.09,Texas
1982-01-07,-35.12,USC00106388,-116.2933,44.9714,-15.0,-33.9,NEW MEADOWS RS,Strong Cold,1271459,1982,1,7,1982.01,Idaho
1982-01-11,-36.33,USC00462920,-80.1333,39.4667,-15.6,-23.3,FAIRMONT,Strong Cold,1252234,1982,1,11,1982.01,West Virginia
1972-12-06,-43.5,USC00241102,-108.9092,45.3261,-21.1,-30.0,BRIDGER 2 N,Strong Cold,1412698,1972,12,6,1972.12,Montana
1965-02-13,-30.29,USC00299330,-104.9244,35.8167,-6.1,-21.7,VALMORA,Strong Cold,1161591,1965,2,13,1965.02,New Mexico
2003-10-31,-33.4,USW00024029,-106.9689,44.7694,-5.0,-12.8,SHERIDAN CO AP,Strong Cold,482628,2003,10,31,2003.1,Wyoming
1967-07-02,-20.17,USC00321871,-103.2936,48.9075,16.1,5.0,CROSBY,Strong Cold,795083,1967,7,2,1967.07,North Dakota
1976-11-30,-31.35,USC00162212,-92.3478,30.2408,5.0,-5.6,CROWLEY 2 NE,Strong Cold,545365,1976,11,30,1976.11,Louisiana
1996-11-20,-25.85,USW00025308,-131.5786,55.0389,-6.1,-11.1,ANNETTE ISLAND AP,Strong Cold,2304038,1996,11,20,1996.11,Alaska
1999-01-05,-26.62,USC00010583,-87.7853,30.8839,3.3,-9.4,BAY MINETTE,Strong Cold,2903399,1999,1,5,1999.01,Alabama
1976-11-30,-36.8,USC00475474,-88.0294,43.0719,-11.1,-17.8,MILWAUKEE MT MARY CLG,Strong Cold,544696,1976,11,30,1976.11,Wisconsin
1970-11-24,-32.23,USW00013871,-85.8556,33.5872,0.6,-9.4,ANNISTON METRO AP,Strong Cold,2976965,1970,11,24,1970.11,Alabama
1988-01-10,-31.88,USC00472173,-90.1161,42.9608,-17.8,-31.1,DODGEVILLE,Strong Cold,2751255,1988,1,10,1988.01,Wisconsin
1990-12-22,-36.73,USC00421214,-111.0125,39.2078,-11.1,-33.3,CASTLE DALE,Strong Cold,3102302,1990,12,22,1990.12,Utah
1968-01-07,-33.73,USW00003959,-96.0261,36.7683,-11.1,-18.9,BARTLESVILLE F P FLD,Strong Cold,2665477,1968,1,7,1968.01,Oklahoma
1996-02-05,-37.21,USC00128036,-86.7944,38.5528,-13.9,-22.8,SHOALS 8 S,Strong Cold,2287694,1996,2,5,1996.02,Indiana
1995-06-07,-24.24,USC00244241,-112.0122,46.9914,10.0,-0.6,HOLTER DAM,Strong Cold,2230508,1995,6,7,1995.06,Montana
1978-09-20,-25.83,USC00264950,-114.7733,39.4136,7.8,-3.3,MCGILL,Strong Cold,1071666,1978,9,20,1978.09,Nevada
1993-12-30,-20.81,USW00013773,-77.3,38.5,-2.8,-9.4,QUANTICO MCAS,Strong Cold,3168963,1993,12,30,1993.12,Maryland
1979-04-04,-39.08,USC00343628,-101.6181,36.5914,-1.1,-12.8,GOODWELL RSCH STN,Strong Cold,1723503,1979,4,4,1979.04,Oklahoma
1997-01-13,-31.94,USW00023070,-104.3378,37.2622,-7.2,-24.4,TRINIDAD PERRY STOKES AP,Strong Cold,1942355,1997,1,13,1997.01,Colorado
1990-12-21,-20.95,USW00023169,-115.1633,36.0719,1.7,-6.7,LAS VEGAS MCCARRAN AP,Strong Cold,3101439,1990,12,21,1990.12,Nevada
2004-12-25,-26.65,USC00404561,-88.8456,35.6214,-4.4,-12.2,JACKSON EXP STN,Strong Cold,953847,2004,12,25,2004.12,Tennessee
1978-03-03,-32.74,USW00013997,-91.7683,38.1311,-4.4,-13.9,VICHY ROLLA NATIONAL AP,Strong Cold,1084235,1978,3,3,1978.03,Missouri
1966-03-18,-37.46,USC00505644,-150.638,64.9989,-21.1,-41.1,MANLEY HOT SPRINGS,Strong Cold,1613104,1966,3,18,1966.03,Alaska
2011-02-10,-31.68,USC00412019,-96.4867,32.1225,-3.3,-9.4,CORSICANA,Strong Cold,1856138,2011,2,10,2011.02,Texas
1976-02-11,-41.5,USW00026510,-155.6103,62.9575,-31.1,-46.1,MCGRATH AP,Strong Cold,541999,1976,2,11,1976.02,Alaska
2011-02-02,-42.02,USC00329246,-103.2597,47.6,-21.7,-33.9,WATFORD CITY 14S,Strong Cold,1832677,2011,2,2,2011.02,North Dakota
1966-05-10,-22.97,USC00465365,-81.3706,38.1947,12.8,-1.1,LONDON LOCKS,Strong Cold,1616742,1966,5,10,1966.05,West Virginia
2000-09-24,-28.6,USW00024057,-107.1997,41.8056,3.9,-6.1,RAWLINS MUNI AP,Strong Cold,1135722,2000,9,24,2000.09,Wyoming
1985-11-29,-33.74,USC00254335,-99.0133,40.7258,-11.7,-16.1,KEARNEY 4 NE,Strong Cold,2352323,1985,11,29,1985.11,Nebraska
1978-02-06,-32.59,USC00113879,-88.5244,37.7408,-8.3,-18.9,HARRISBURG,Strong Cold,1038613,1978,2,6,1978.02,Illinois
1977-01-10,-34.11,USC00234271,-92.1825,38.5853,-16.1,-21.1,JEFFERSON CITY WTP,Strong Cold,8024,1977,1,10,1977.01,Missouri
1992-08-25,-20.39,USC00326365,-101.4897,46.8925,16.7,3.3,NEW SALEM 5NW,Strong Cold,2187973,1992,8,25,1992.08,North Dakota
1995-09-22,-32.19,USC00234705,-94.3147,37.4933,8.3,0.6,LAMAR 2W,Strong Cold,2262416,1995,9,22,1995.09,Missouri
1984-01-19,-29.43,USC00038052,-90.7964,35.2547,-5.6,-16.7,WYNNE,Strong Cold,753183,1984,1,19,1984.01,Arkansas
1965-03-24,-36.5,USC00242793,-111.7111,45.3394,-9.4,-24.4,ENNIS,Strong Cold,1219233,1965,3,24,1965.03,Montana
1985-01-22,-25.1,USW00012835,-81.8614,26.585,11.7,-1.1,FT MYERS PAGE FLD AP,Strong Cold,2410297,1985,1,22,1985.01,Florida
1983-12-25,-42.2,USC00258090,-99.7467,42.8222,-22.8,-28.3,SPRINGVIEW,Strong Cold,2836602,1983,12,25,1983.12,Nebraska
1972-07-05,-23.34,USC00050109,-103.1417,40.155,16.7,6.7,AKRON 4 E,Strong Cold,1409267,1972,7,5,1972.07,Colorado
1985-09-25,-24.13,USC00479335,-89.8056,44.3881,7.8,-1.7,WISCONSIN RAPIDS,Strong Cold,2416114,1985,9,25,1985.09,Wisconsin
1999-05-04,-60.07,USC00130241,-93.5742,41.7183,7.2,-35.0,ANKENY,Strong Cold,2893085,1999,5,4,1999.05,Iowa
1982-04-06,-31.59,USC00115712,-89.0339,40.9125,-0.6,-10.0,MINONK,Strong Cold,1221996,1982,4,6,1982.04,Illinois
1989-10-19,-24.72,USW00012917,-94.0206,29.9506,16.1,1.7,PORT ARTHUR SE TX AP,Strong Cold,2072240,1989,10,19,1989.1,Texas
1984-01-21,-36.09,USW00013866,-81.59,38.3794,-9.4,-25.0,CHARLESTON YEAGER AP,Strong Cold,742168,1984,1,21,1984.01,West Virginia
2013-05-02,-29.38,USC00132689,-94.6833,43.1025,2.8,-1.1,EMMETSBURG,Strong Cold,1025612,2013,5,2,2013.05,Iowa
